actor_name,birth_date,birth_place,biography,photo_url,gender
"Hayley Atwell,1982-04-05,""London, England, UK"",""Hayley Elizabeth Atwell urodziła się 5 kwietnia 1982 roku w Londynie (Anglia, Wielka Brytania). Jej matka jest mówcą motywacyjnym, zaś ojciec, z pochodzenia Amerykanin, masażystą, fotografem i szamanem. Naukę pobierała w London Oratory School, a także Guildhall School of Music and Drama, którą ukończyła w 2005 roku. Na dużym ekranie zadebiutowała dwa lata później rolą Angeli Stark w filmie """"Sen Kasandry"""". Następnie zagrała w produkcjach """"Powrót do Brideshead"""" oraz """"Księżna"""", za rolę w której otrzymała nominację do BIFA dla najlepszej aktorki drugoplanowej. Kolejnym przełomowym rokiem w karierze Atwell był rok 2011, w którym wcieliła się w postać Alieny w miniserialu """"Filary Ziemi"""". Rola ta dała jej nominację do Złotego Globu w kategorii """"najlepsza aktorka w miniserialu lub filmie telewizyjnym"""". Jednak prawdziwą popularność przyniosła aktorce postać agentki Margaret """"Peggy"""" Carter w filmowym uniwersum Marvela. Po raz pierwszy rolę tę zagrała w filmie """"Captain America: Pierwsze starcie"""", a następnie powróciła do niej w produkcjach """"Kapitan Ameryka: Zimowy żołnierz"""", """"Avengers: Czas Ultrona"""" i """"Ant-Man"""", krótkometrażówce """"Marvel: Agent Carter"""", a także w serialach """"Agenci T.A.R.C.Z.Y."""" oraz """"Agentka Carter"""". W roku 2017 Atwell wcieliła się w postać Margaret Schlegel w miniserialu """"Howards End"""", zaś rok później zagrała Evelyn Robin w filmie """"Krzysiu, gdzie jesteś?"""". Aktorka, poza obywatelstwem brytyjskim, posiada także obywatelstwo amerykańskie."",https://image.tmdb.org/t/p/w500/gmfGlGOt62TNzUyH3e7jUu6HNk5.jpg,K"
